Timestamp,binance_spot Price,binance_spot Highest Bid,binance_spot Lowest Ask,binance_spot Bid-Ask Spread,binance_spot Bid Volume,binance_spot Ask Volume,binance_spot Order Book Imbalance,binance_spot Trade Volume,binance_spot Trade Count,binance_futures Price,binance_futures Highest Bid,binance_futures Lowest Ask,binance_futures Bid-Ask Spread,binance_futures Bid Volume,binance_futures Ask Volume,binance_futures Order Book Imbalance,binance_futures Trade Volume,binance_futures Trade Count,coinbase Price,coinbase Highest Bid,coinbase Lowest Ask,coinbase Bid-Ask Spread,coinbase Bid Volume,coinbase Ask Volume,coinbase Order Book Imbalance,coinbase Trade Volume,coinbase Trade Count,kraken Price,kraken Highest Bid,kraken Lowest Ask,kraken Bid-Ask Spread,kraken Bid Volume,kraken Ask Volume,kraken Order Book Imbalance,kraken Trade Volume,kraken Trade Count,okx Price,okx Highest Bid,okx Lowest Ask,okx Bid-Ask Spread,okx Bid Volume,okx Ask Volume,okx Order Book Imbalance,okx Trade Volume,okx Trade Count,bybit Price,bybit Highest Bid,bybit Lowest Ask,bybit Bid-Ask Spread,bybit Bid Volume,bybit Ask Volume,bybit Order Book Imbalance,bybit Trade Volume,bybit Trade Count
2025-08-26 10:29:27,109946.34,109946.34,109946.35,0.010000000009313226,32.35666,18.80498,0.264879702839862,11.81234,500,109914.4,109906.6,109906.7,0.09999999999126885,149.041,168.665,-0.06176779790120424,35.29,500,109962.04,109962.03,109962.04,0.00999999999476131,152.4158704,254.09644338,-0.2501291339357273,0.80714462,100,109986.2,109986.2,109986.3,0.10000000000582077,91.811,109.975,-0.09001615572933695,16.28347594,1000,109962.5,109962.4,109962.5,0.10000000000582077,10.78156193,16.15996826,-0.1996325484139102,0.72535619,100,109948.4,109948.4,109948.5,0.10000000000582077,5.241524,5.845376,-0.054465360019482434,0.547226,60
2025-08-26 10:29:35,109948.9,109948.89,109948.9,0.00999999999476131,47.92376,6.76011,0.7527567086967328,12.26511,500,109906.7,109915.4,109915.5,0.10000000000582077,164.22,147.515,0.05358718142011648,35.336,500,109962.04,109975.62,109975.63,0.010000000009313226,148.87356761,252.18430524,-0.2575955856341943,0.80714462,100,109986.2,109986.2,109986.3,0.10000000000582077,92.772,102.499,-0.0498128242288921,16.28379124,1000,109962.5,109966.8,109966.9,0.09999999999126885,12.91870237,17.1313103,-0.14018656085977613,0.80686945,100,109948.4,109953.9,109954.0,0.10000000000582077,7.849622,5.411507,0.18385425554641688,0.537129,60
2025-08-26 10:29:51,109975.84,109975.83,109975.84,0.00999999999476131,40.22907,10.284,0.5928182547605996,11.35838,500,109932.7,109932.7,109932.8,0.10000000000582077,161.334,166.911,-0.016990357812000177,34.312,500,109997.81,109997.8,109997.81,0.00999999999476131,154.04180825,253.46738222,-0.24398363594040093,0.91135529,100,109986.2,109986.2,109986.3,0.10000000000582077,113.559,88.858,0.12203026425646064,16.29235117,1000,109984.6,109984.5,109984.6,0.10000000000582077,13.334173700000001,15.73675572,-0.08264551797738838,0.75864584,100,109976.0,109976.8,109976.9,0.09999999999126885,8.80002,4.074069,0.36709012963946425,0.680029,60
2025-08-26 10:29:56,109975.83,109975.83,109975.84,0.00999999999476131,33.61514,13.61374,0.4234993503974686,9.20059,500,109932.8,109932.7,109932.8,0.10000000000582077,143.126,172.438,-0.09288765511908832,35.775,500,109995.88,109997.34,109997.35,0.010000000009313226,153.68043834,254.89284238,-0.24772154425184265,0.80056861,100,109996.6,109996.5,109996.6,0.10000000000582077,101.446,94.19800000000001,0.03704688106969797,16.29235117,1000,109984.6,109984.5,109984.6,0.10000000000582077,14.23321219,16.65134142,-0.07829574811199616,0.90067676,100,109976.9,109976.8,109976.9,0.09999999999126885,7.994394,4.795744,0.2500872156344208,0.646266,60
2025-08-26 10:30:00,109954.37,109954.36,109954.37,0.00999999999476131,26.91722,26.55243,0.006822374936061846,9.37679,500,109932.8,109918.6,109918.7,0.09999999999126885,206.425,136.352,0.20442736823065724,39.308,500,109967.66,109967.65,109967.66,0.010000000009313226,145.43452212,254.69501668,-0.2730628058295206,0.90694661,100,109996.6,109996.5,109996.6,0.10000000000582077,99.404,97.446,0.00994665989331978,16.29235117,1000,109972.0,109962.5,109962.6,0.10000000000582077,11.60135621,19.28839214,-0.24885395124949275,0.82595297,100,109950.1,109950.0,109950.1,0.10000000000582077,5.831564,5.4372620000000005,0.03499051276503867,1.218979,60
2025-08-26 10:30:05,109962.74,109962.73,109962.74,0.010000000009313226,26.09429,20.211,0.12705438190755317,7.65587,500,109932.8,109918.6,109918.7,0.09999999999126885,126.703,168.054,-0.14028844098698248,40.779,500,109973.47,109973.46,109973.47,0.00999999999476131,146.40539369,253.19052759,-0.26723279246179993,1.2132455899999999,100,109996.6,109996.5,109996.6,0.10000000000582077,100.063,104.686,-0.02257886485404082,16.29235117,1000,109968.2,109968.1,109968.2,0.09999999999126885,11.37865026,16.39773862,-0.18069621582861414,1.04429584,100,109961.5,109961.4,109961.5,0.10000000000582077,4.3095229999999995,5.44228,-0.11615872469942233,0.666946,60
2025-08-26 10:30:10,109955.97,109955.96,109955.97,0.00999999999476131,27.83496,18.47482,0.20212015690854063,8.08331,500,109918.6,109913.1,109913.2,0.09999999999126885,137.375,166.449,-0.09569355942914322,39.342999999999996,500,109973.5,109973.51,109973.52,0.010000000009313226,146.25574271,250.95866721,-0.2635929661290169,1.2396245799999999,100,109996.6,109996.5,109996.6,0.10000000000582077,91.67,104.359,-0.0647302184880808,16.29235117,1000,109966.4,109966.3,109966.4,0.09999999999126885,10.93802175,16.65377297,-0.20715402089654275,0.9624792,100,109953.3,109953.2,109953.3,0.10000000000582077,9.093151,6.114858,0.19583714081179204,0.661701,60
2025-08-26 10:30:15,109955.97,109955.96,109955.97,0.00999999999476131,27.76331,18.13307,0.20982569867165995,8.77555,500,109913.2,109913.1,109913.2,0.09999999999126885,137.074,165.481,-0.09389036704070328,42.942,500,109973.52,109973.51,109973.52,0.010000000009313226,152.24446382,253.80842207,-0.2501249511560269,1.13916218,100,109996.6,109996.5,109996.6,0.10000000000582077,89.01,104.479,-0.07994769728511696,16.29235117,1000,109966.4,109966.3,109966.4,0.09999999999126885,11.31191527,16.83071154,-0.19610096481963757,0.92509482,100,109953.3,109953.2,109953.3,0.10000000000582077,9.523415,5.295025,0.285346500711276,0.641763,60
2025-08-26 10:30:19,109955.97,109955.96,109955.97,0.00999999999476131,27.73364,16.6003,0.2511245334838275,8.87968,500,109913.2,109896.4,109896.5,0.10000000000582077,136.704,192.218,-0.16877557597241893,43.507,500,109973.52,109973.51,109973.52,0.010000000009313226,154.41760392,254.82628011,-0.24535168418702488,1.04297027,100,109996.6,109996.5,109996.6,0.10000000000582077,90.974,103.892,-0.06629170814816332,16.29235117,1000,109966.4,109966.3,109966.4,0.09999999999126885,11.120377320000001,16.85301711,-0.2049318613922679,1.0118449999999999,100,109953.2,109953.2,109953.3,0.10000000000582077,9.674381,5.876256,0.24424240627570437,0.63218,60
2025-08-26 10:30:24,109951.67,109951.66,109951.67,0.00999999999476131,28.45992,24.05056,0.08397104730331925,9.17438,500,109913.1,109904.2,109904.3,0.10000000000582077,159.058,156.093,0.00940818845569268,46.328,500,109967.37,109967.36,109967.37,0.00999999999476131,151.84597474,252.05407274,-0.24810122857180905,0.93996027,100,109996.6,109996.5,109996.6,0.10000000000582077,89.372,114.191,-0.12192294277447278,16.25491091,1000,109966.0,109965.9,109966.0,0.10000000000582077,10.234365350000001,19.30569576,-0.30708570223401266,0.97092566,100,109942.5,109942.4,109942.5,0.10000000000582077,5.969693,3.579993,0.250238594232313,1.091204,60
